module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00621	KMM366	KMM366	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00281,K00382,K00605	1620,419,1618	K00281 is present in multiple modules: M00532/M00621,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00605 is present in multiple modules: M00532/M00621	1	1	1,1,1
M00975	KMM366	KMM366	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)"	0.5	False	0.5	False	1.0	K01752	2	K00600,K01752,K01752,K01754,K01754	3377,1873,1871,4020,3009	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01754 is present in multiple modules: M00975/M00570	0	0	0,0,1,4
M00033	KMM366	KMM366	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00928 K00133 K00836 K06718 K06720"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00133,K00133,K00928,K00928,K00928	2165,1641,460,1657,1278	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	0	0	3,2,0,0,0
M00021	KMM366	KMM366	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00640,K23304) (K01738,K13034,K17069)"	1.0	True	1.0	True	1.0	K00640,K01738	1,1	K00640,K01738	4059,1203	None	1	1	1,1
M00609	KMM366	KMM366	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.5	False	0.5	False	1.0	K07173	1	K00789,K01243,K07173	1064,1604,3549	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034	0	0	1,0,1,1,0,0
M00017	KMM366	KMM366	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	1.0	True	1.0	True	1.0	K00548,K00549,K00651,K01739,K14155	1,1,1,1,4	K00133,K00133,K00548,K00549,K00651,K00928,K00928,K00928,K01739,K12524,K12525,K14155,K14155,K14155,K14155	2165,1641,3816,1737,3741,460,1657,1278,493,1278,492,3131,2971,3821,3422	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K12524 is present in multiple modules: M00018/M00017/M00016/M00526/M00527,K12525 is present in multiple modules: M00018/M00017/M00016/M00526/M00527	1	1	4,2,2,1,1,4,2
M00034	KMM366	KMM366	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.375	False	0.375	False	NA	No enzymes unique to module	NA	K00789,K00832,K01243,K05810	1064,537,1604,3951	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K01243 is present in multiple modules: M00609/M00034,K05810 is present in multiple modules: M00958/M00959/M00034	0	0	1,0,0,1,0,0,0,1
M00035	KMM366	KMM366	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.5	False	0.5	False	1.0	K01251	1	K00789,K01251	1064,2845	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,1,0
M00368	KMM366	KMM366	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789	1064	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0
M00019	KMM366	KMM366	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00053,K00826,K01652,K01652,K01652,K01653,K01687,K11258	4096,4022,4024,767,1078,768,4021,4023	K00053 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570,K11258 is present in multiple modules: M00019/M00570	1	1	2,1,1,1
M00535	KMM366	KMM366	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K09011 K01703+K01704 K00052"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00052,K01703,K01704	761,760,759	K00052 is present in multiple modules: M00535/M00432,K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	0	0	0,1,1
M00570	KMM366	KMM366	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00053,K00826,K01652,K01652,K01652,K01653,K01687,K01754,K01754,K11258	4096,4022,4024,767,1078,768,4021,4020,3009,4023	K00053 is present in multiple modules: M00019/M00570,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K01687 is present in multiple modules: M00019/M00570,K01754 is present in multiple modules: M00975/M00570,K11258 is present in multiple modules: M00019/M00570	1	1	2,2,1,1,1
M00432	KMM366	KMM366	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01649 (K01702,K01703+K01704) K00052"	1.0	True	1.0	True	1.0	K01649	1	K00052,K01649,K01703,K01704	761,762,760,759	K00052 is present in multiple modules: M00535/M00432,K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432	1	1	1,1,1
M00036	KMM366	KMM366	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"	0.6666666666666666	False	0.875	True	1.0	K00166,K00253,K01969,K09699,K13766	1,1,1,1,1	K00166,K00249,K00249,K00253,K00382,K00826,K01640,K01969,K09699,K13766	1444,2239,2240,2240,419,4022,2244,2241,1446,2242	K00249 is present in multiple modules: M00087/M00036,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01640 is present in multiple modules: M00088/M00036	0	0	1,0,2,0,1,1
M00016	KMM366	KMM366	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	1.0	True	1.0	True	1.0	K00674,K01439	1,2	K00133,K00133,K00215,K00674,K00821,K00928,K00928,K00928,K01439,K01439,K01586,K01714,K01714,K01778,K12524,K12525	2165,1641,2659,1029,3170,460,1657,1278,1362,1897,292,488,791,293,1278,492	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00821 is present in multiple modules: M00016/M00028/M00845,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527,K12524 is present in multiple modules: M00018/M00017/M00016/M00526/M00527,K12525 is present in multiple modules: M00018/M00017/M00016/M00526/M00527	1	1	4,2,2,1,1,1,2,1,1
M00525	KMM366	KMM366	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00133,K00133,K00215,K00928,K00928,K00928,K01586,K01714,K01714,K01778	2165,1641,2659,460,1657,1278,292,488,791,293	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527	0	0	3,2,2,1,0,0,0,1,1
M00526	KMM366	KMM366	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.8333333333333334	True	0.8333333333333334	True	NA	No enzymes unique to module	NA	K00133,K00133,K00215,K00928,K00928,K00928,K01586,K01714,K01714,K12524,K12525	2165,1641,2659,460,1657,1278,292,488,791,1278,492	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K12524 is present in multiple modules: M00018/M00017/M00016/M00526/M00527,K12525 is present in multiple modules: M00018/M00017/M00016/M00526/M00527	1	0	4,2,2,1,0,1
M00527	KMM366	KMM366	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.8571428571428571	True	0.8571428571428571	True	NA	No enzymes unique to module	NA	K00133,K00133,K00215,K00928,K00928,K00928,K01586,K01714,K01714,K01778,K12524,K12525	2165,1641,2659,460,1657,1278,292,488,791,293,1278,492	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527,K12524 is present in multiple modules: M00018/M00017/M00016/M00526/M00527,K12525 is present in multiple modules: M00018/M00017/M00016/M00526/M00527	1	0	4,2,2,1,0,1,1
M00032	KMM366	KMM366	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	"K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)"	0.0	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00382,K00658	419,1770	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00658 is present in multiple modules: M00009/M00011/M00032	0	0	0,0,0,0,0,0
M00956	KMM366	KMM366	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules	Amino acid metabolism	Lysine metabolism	"K01582 K09251 K00137 K07250 K00135 K15737 K15736"	0.42857142857142855	False	0.42857142857142855	False	1.0	K01582	1	K00135,K01582,K07250	1227,1088,1226	K00135 is present in multiple modules: M00956/M00957/M00027,K07250 is present in multiple modules: M00956/M00957/M00027	0	0	1,0,0,1,1,0,0
M00957	KMM366	KMM366	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00468 K01506 (K14268,K07250) K00135 ((K15737 K15736),(K01041 K00252 (K01692,K01825,K01782) (K01825,K01782) K00626))"	0.4	False	0.5555555555555556	False	NA	No enzymes unique to module	NA	K00135,K00626,K01782,K01825,K07250	1227,2138,2125,4107,1226	K00135 is present in multiple modules: M00956/M00957/M00027,K00626 is present in multiple modules: M00373/M00375/M00374/M00088/M00957/M00095/M00849,K01782 is present in multiple modules: M00087/M00957,K01825 is present in multiple modules: M00087/M00957,K07250 is present in multiple modules: M00956/M00957/M00027	0	0	0,0,1,1,0
M00960	KMM366	KMM366	Lysine degradation, bacteria, L-lysine => D-lysine => succinate	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K25316,K25317) K26064 K13609 K26065 K26061 K26062 K25986 K26063 K15737"	0.2222222222222222	False	0.2222222222222222	False	1.0	K25316,K25317,K26063	1,1,1	K25316,K25317,K26063	716,2675,1633	None	0	0	2,0,0,0,0,0,0,1,0
M00028	KMM366	KMM366	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"	1.0	True	1.0	True	1.0	K00930,K14682	1,1	K00145,K00821,K00930,K01438,K14682	444,3170,443,445,1658	K00145 is present in multiple modules: M00028/M00845,K00821 is present in multiple modules: M00016/M00028/M00845,K01438 is present in multiple modules: M00028/M00845	1	1	1,1,1,1
M00844	KMM366	KMM366	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00611 K01940 (K01755,K14681)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00611,K00611,K01755,K01940	3973,442,440,441	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	1	1	2,1,1
M00845	KMM366	KMM366	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.7142857142857143	False	0.7142857142857143	False	NA	No enzymes unique to module	NA	K00145,K00821,K01438,K01755,K01940	444,3170,445,440,441	K00145 is present in multiple modules: M00028/M00845,K00821 is present in multiple modules: M00016/M00028/M00845,K01438 is present in multiple modules: M00028/M00845,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	0	0	0,1,1,0,1,1,1
M00029	KMM366	KMM366	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00611,K00611,K01755,K01940	3973,442,440,441	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978	0	0	0,2,1,1,0
M00978	KMM366	KMM366	Ornithine-ammonia cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)"	0.8333333333333334	True	0.8333333333333334	True	1.0	K01915	2	K00611,K00611,K01755,K01915,K01915,K01940,K01955,K01956	3973,442,440,3999,131,441,2656,2657	K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978,K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978	1	0	2,1,2,1,1,0
M00015	KMM366	KMM366	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00931 K00147),K12657) K00286"	1.0	True	1.0	True	1.0	K00147,K00931	1,1	K00147,K00286,K00931	851,3640,850	K00286 is present in multiple modules: M00015/M00972	1	1	1,1
M00970	KMM366	KMM366	Proline degradation, proline => glutamate	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00318 K00294),K13821)"	1.0	True	1.0	True	1.0	K13821	1	K13821	3452	None	1	1	1
M00972	KMM366	KMM366	Proline metabolism	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00819 K00286 K00318"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00286	3640	K00286 is present in multiple modules: M00015/M00972	0	0	0,1,0
M00879	KMM366	KMM366	Arginine succinyltransferase pathway, arginine => glutamate	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00673 K01484 K00840 K06447 K05526"	0.8	True	0.8	True	1.0	K00673,K01484,K05526,K06447	1,1,1,1	K00673,K01484,K05526,K06447	3169,3112,2760,3168	None	1	0	1,1,0,1,1
M00133	KMM366	KMM366	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"(K01584,K01585,K02626) K01480 K01611 K00797"	0.25	False	0.25	False	1.0	K01585	1	K01585	2841	None	0	0	1,0,0,0
M00134	KMM366	KMM366	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"K01476,K27545 K01581"	0.5	False	0.5	False	1.0	K01581	1	K01581	1147	None	0	0	0,1
M00136	KMM366	KMM366	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"K09470 K09471 K09472 K09473"	0.5	False	0.5	False	1.0	K09471,K09472	4,1	K09471,K09471,K09471,K09471,K09472	3445,1229,1774,3207,4014	None	0	0	0,4,1,0
M00026	KMM366	KMM366	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	1.0	True	1.0	True	1.0	K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755	1,1,1,1,1,1,1,1	K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755	1925,1926,1924,1923,1921,1920,1922,1919	None	1	1	1,1,1,1,1,1
M00045	KMM366	KMM366	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules	Amino acid metabolism	Histidine metabolism	"K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))"	1.0	True	1.0	True	1.0	K01468,K01479,K01712,K01745	1,1,1,2	K01468,K01479,K01712,K01745,K01745	3862,3861,3860,3859,899	None	1	1	2,1,1,1
M00022	KMM366	KMM366	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	1.0	True	1.0	True	1.0	K00014,K00800,K00891,K01626,K01735,K01736,K03786	1,1,1,4,1,1,1	K00014,K00800,K00891,K01626,K01626,K01626,K01626,K01735,K01736,K03786	3985,2365,3179,2364,2667,1526,1436,3178,2107,3390	None	1	1	4,1,1,1
M00023	KMM366	KMM366	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	1.0	True	1.0	True	1.0	K00766,K01609,K01657,K01658,K01695,K01696,K01817,K13498	1,1,1,2,1,1,1,1	K00766,K01609,K01657,K01658,K01658,K01695,K01696,K01817,K13498	1266,1265,1268,3171,1267,1263,1264,1265,1265	None	1	1	1,1,1
M00024	KMM366	KMM366	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00832,K14170,K14187	537,967,1525	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040,K14187 is present in multiple modules: M00024/M00025	1	1	1,1
M00025	KMM366	KMM366	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00832,K14170,K14187	537,967,1525	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040,K14187 is present in multiple modules: M00024/M00025	1	1	1,1
M00040	KMM366	KMM366	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00832,K14170	537,967	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044,K14170 is present in multiple modules: M00024/M00025/M00040	0	0	1,1,0
M00044	KMM366	KMM366	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)"	1.0	True	1.0	True	1.0	K00451,K00457,K01800,K16171	1,1,1,1	K00451,K00457,K00832,K01800,K16171	2547,2548,537,2545,2546	K00832 is present in multiple modules: M00034/M00024/M00025/M00040/M00044	1	1	1,1,1,1,1
M00936	KMM366	KMM366	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"K01593 K24541 K22450 (K22588,K13066)"	0.25	False	0.25	False	1.0	K22450	1	K22450	1937	None	0	0	0,0,1,0
M00027	KMM366	KMM366	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K00823	1	K00135,K00823,K07250	1227,1226,1226	K00135 is present in multiple modules: M00956/M00957/M00027,K07250 is present in multiple modules: M00956/M00957/M00027	0	0	0,1,1
M00118	KMM366	KMM366	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"(K11204+K11205,K01919) (K21456,K01920)"	1.0	True	1.0	True	1.0	K01919,K01920	1,1	K01919,K01920	3517,1060	None	1	1	1,1
M00892	KMM366	KMM366	UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K00621 K01836 K00972"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	4172	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00909	KMM366	KMM366	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 (K03431,K28126) (K04042,K23144,(K28192 (K11528,K00972)))"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00820,K03431,K04042	4172,3352,4178	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1
M01002	KMM366	KMM366	UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K28125 K28126 K23144"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00820	4172	K00820 is present in multiple modules: M00892/M00909/M01002/M00995	0	0	1,0,0,0
M00996	KMM366	KMM366	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K09001 K22292 K07102 K00992"	1.0	True	1.0	True	1.0	K00992,K07102,K09001,K22292	1,1,1,1	K00992,K07102,K09001,K22292	841,840,1073,1956	None	1	1	1,1,1,1
M00995	KMM366	KMM366	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K03431 K04042 K00790 K00075"	1.0	True	1.0	True	1.0	K00075,K00790	1,1	K00075,K00790,K00820,K03431,K04042	3921,305,4172,3352,4178	K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995	1	1	1,1,1,1,1
M00549	KMM366	KMM366	UDP-Glc biosynthesis, Glc => UDP-Glc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00845,K00886,K00963,K01835,K25026	3056,811,782,1416,3449	K00845 is present in multiple modules: M00001/M00549,K00886 is present in multiple modules: M00001/M00549,K00963 is present in multiple modules: M00129/M00854/M00549,K01835 is present in multiple modules: M00855/M00549,K25026 is present in multiple modules: M00001/M00549	1	1	3,1,1
M01004	KMM366	KMM366	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01784 (K01854,K28214)"	1.0	True	1.0	True	1.0	K01854	1	K01784,K01784,K01854	112,686,1676	K01784 is present in multiple modules: M00632/M01004	1	1	2,1
M00997	KMM366	KMM366	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08678 K12448"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00012	871	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0
M00999	KMM366	KMM366	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08679"	1.0	True	1.0	True	1.0	K08679	1	K00012,K08679	871,870	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	1	1	1,1
M00554	KMM366	KMM366	UDP-Gal biosynthesis, Gal => UDP-Gal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00849 K00965"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00849,K00965	110,111	K00849 is present in multiple modules: M00632/M00554,K00965 is present in multiple modules: M00632/M00554	1	1	1,1
